Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min],Machine failure
False,False,309.3,11.8,1459,49.7,7593.47,201,0
False,True,309.2,11.7,1530,40.0,6408.85,206,0
True,False,309.0,11.6,1505,39.2,6178.05,209,0
True,False,309.1,11.6,1611,30.2,5094.85,211,0
True,False,309.1,11.6,1515,35.1,5568.63,213,0
False,True,309.2,11.7,1804,27.4,5176.26,215,0
False,True,309.3,11.7,1464,46.2,7082.91,218,0
True,False,309.2,11.6,1390,43.3,6302.77,221,0
False,True,309.2,11.6,1442,48.1,7263.38,0,0
False,True,309.3,11.7,1529,41.9,6708.88,3,0
True,False,309.3,11.7,1610,35.0,5900.96,6,0
True,False,309.3,11.7,1543,34.3,5542.28,8,0
False,False,309.4,11.6,1445,48.2,7293.63,10,0
True,False,309.3,11.6,1893,24.6,4876.57,15,0
False,True,309.3,11.7,1415,41.3,6119.77,17,0
True,False,309.3,11.8,1564,37.5,6141.81,20,0
True,False,309.3,11.8,1479,39.4,6102.29,22,0
True,False,309.2,11.7,1426,44.8,6690.0,24,0
True,False,309.2,11.8,1428,38.8,5802.14,26,0
True,False,309.2,11.8,1620,33.2,5632.25,28,0
True,False,309.2,11.7,1715,28.0,5028.64,30,0
True,False,309.3,11.8,1732,29.9,5423.1,32,0
False,True,309.4,11.9,1391,58.2,8477.71,34,0
True,False,309.5,11.9,1924,20.6,4150.5,37,0
False,True,309.5,11.8,2027,19.8,4202.89,39,0
True,False,309.5,11.9,1617,36.2,6129.81,42,0
True,False,309.4,11.9,1497,35.8,5612.2,44,0
False,True,309.5,12.0,1448,43.7,6626.41,46,0
True,False,309.4,12.0,1401,45.9,6734.1,49,0
True,False,309.4,12.0,1620,35.4,6005.47,51,0
True,False,309.4,12.0,1466,45.5,6985.12,53,0
True,False,309.5,11.9,1373,50.6,7275.28,55,0
False,True,309.6,12.0,1592,35.8,5968.36,57,0
False,True,309.5,12.0,1553,42.4,6895.5,60,0
True,False,309.5,11.9,1569,36.2,5947.85,63,0
False,True,309.5,11.9,1709,32.2,5762.71,65,0
True,False,309.5,11.9,1549,34.9,5661.16,68,0
True,False,309.4,11.9,1443,45.4,6860.42,70,0
True,False,309.3,11.8,1675,29.8,5227.09,72,0
True,False,309.3,11.8,1623,33.4,5676.67,74,0
False,False,309.3,11.9,1365,52.4,7490.19,76,0
True,False,309.3,11.9,1759,24.8,4568.21,81,0
False,False,309.3,11.9,1516,43.0,6826.47,83,0
False,True,309.3,11.9,1499,36.8,5776.68,88,0
False,True,309.3,11.9,1775,25.8,4795.64,91,0
True,False,309.4,12.0,1473,45.5,7018.48,94,0
True,False,309.4,12.0,1296,52.3,7097.99,96,0
True,False,309.4,11.9,1803,24.7,4663.6,98,0
False,False,309.3,11.8,1563,36.1,5908.74,100,0
False,True,309.4,11.9,1831,26.6,5100.33,105,0
True,False,309.4,11.8,1958,22.1,4531.41,108,0
True,False,309.4,11.9,1809,24.3,4603.34,110,0
False,True,309.4,11.9,1482,39.3,6099.15,112,0
True,False,309.3,11.9,1332,53.2,7420.69,115,0
True,False,309.2,11.8,1437,40.4,6079.48,117,0
True,False,309.2,11.8,1698,29.4,5227.74,119,0
True,False,309.2,11.8,1274,54.3,7244.32,121,0
False,True,309.3,11.9,1622,35.0,5944.94,123,0
False,True,309.3,11.9,1564,36.0,5896.14,126,0
False,False,309.4,11.9,1368,45.3,6489.53,129,0
False,True,309.4,12.0,1539,42.2,6801.11,134,0
True,False,309.4,11.9,1357,50.1,7119.45,137,0
False,True,309.4,11.9,1433,48.3,7248.06,139,0
True,False,309.4,11.9,1650,34.6,5978.45,142,0
True,False,309.4,11.9,1503,40.6,6390.19,144,0
True,False,309.4,11.9,1318,58.2,8032.8,146,0
False,True,309.4,11.9,1678,34.4,6044.76,148,0
True,False,309.5,11.9,1574,30.9,5093.21,151,0
True,False,309.6,11.9,1529,35.2,5636.1,153,0
False,False,309.6,12.0,1669,32.1,5610.35,155,0
False,False,309.7,12.0,1570,35.8,5885.88,160,0
False,True,309.7,12.1,1541,33.7,5438.27,165,0
False,True,309.7,12.0,1680,30.2,5313.06,168,0
True,False,309.7,11.9,1935,22.1,4478.18,171,0
False,True,309.6,11.9,1596,35.2,5883.07,173,0
True,False,309.7,12.0,1498,41.0,6431.68,176,0
False,True,309.8,12.0,1676,29.0,5089.8,178,0
True,False,309.9,12.1,1351,49.0,6932.34,181,0
True,False,309.9,12.0,1472,45.0,6936.64,183,0
False,True,310.0,12.1,1439,41.7,6283.85,185,0
False,True,309.9,12.0,1410,55.4,8180.08,188,0
False,False,309.7,12.0,1440,51.1,7705.7,191,0
True,False,309.7,12.0,1591,37.7,6281.16,196,0
True,False,309.8,12.0,1533,36.8,5907.7,198,0
False,True,309.7,11.9,1700,31.3,5572.14,200,0
False,True,309.8,12.0,1798,25.5,4801.3,203,0
True,False,309.7,11.9,1394,42.9,6262.51,206,0
True,False,309.7,11.9,1341,49.2,6909.12,208,0
False,False,309.6,11.9,1697,32.2,5722.24,210,0
False,False,309.6,12.0,1419,48.2,7162.39,215,0
True,False,309.5,11.9,2001,20.5,4295.66,220,0
True,False,309.6,12.0,1501,49.8,7827.78,222,1
False,False,309.5,11.9,1623,33.1,5625.68,224,0
True,False,309.4,11.8,1628,33.4,5694.16,229,0
True,False,309.4,11.8,1491,40.2,6276.71,231,0
True,False,309.4,11.9,1517,36.7,5830.16,233,0
False,False,309.3,11.8,1525,41.7,6659.39,235,0
False,False,309.5,12.0,1668,27.9,4873.36,240,0
True,False,309.6,12.1,1312,50.7,6965.79,0,0
False,False,309.6,12.0,1278,50.4,6745.13,2,0
False,True,309.6,12.0,1330,53.1,7395.62,7,0
False,True,309.6,12.0,1530,37.3,5976.25,10,0
False,False,309.6,12.0,1428,46.6,6968.56,13,0
True,False,309.6,11.9,1480,47.9,7423.79,18,0
False,False,309.7,12.0,1616,31.1,5262.96,20,0
True,False,309.7,11.9,1547,37.3,6042.65,25,0
True,False,309.7,11.8,2194,16.8,3859.89,27,0
True,False,309.8,11.9,2000,21.3,4461.06,29,0
True,False,309.8,11.9,1336,71.6,10017.24,31,1
True,False,309.9,12.0,1542,33.8,5457.95,33,0
False,True,309.8,11.9,1693,29.9,5300.99,35,0
True,False,309.8,11.9,1461,50.5,7726.28,38,0
False,True,309.9,11.9,1565,33.9,5555.75,40,0
True,False,309.9,11.9,1403,47.7,7008.17,43,0
True,False,309.9,11.8,1629,32.5,5544.13,45,0
True,False,310.0,11.9,1534,33.7,5413.57,47,0
True,False,310.0,11.9,1553,40.9,6651.56,49,0
True,False,309.9,11.8,1563,32.8,5368.6,51,0
True,False,309.9,11.8,1634,30.0,5133.36,53,0
False,True,309.9,11.9,1445,45.2,6839.67,55,0
True,False,309.9,11.8,1642,30.4,5227.28,58,0
False,False,309.9,11.8,1686,29.1,5137.82,60,0
False,True,310.0,11.9,1393,43.1,6287.2,65,0
False,False,310.0,11.8,1433,44.2,6632.8,68,0
True,False,310.0,11.7,1507,44.7,7054.23,73,0
False,True,310.1,11.8,1389,49.6,7214.6,75,0
True,False,310.1,11.8,1408,45.3,6679.28,78,0
False,True,310.2,11.8,1725,32.0,5780.53,80,0
True,False,310.1,11.7,1926,23.7,4780.06,83,0
False,False,310.1,11.8,1509,37.6,5941.63,85,0
True,False,310.1,11.8,1545,36.3,5873.05,90,0
True,False,310.1,11.7,1533,35.2,5650.85,92,0
True,False,310.1,11.7,1455,42.2,6429.9,94,0
False,True,310.1,11.7,1335,57.8,8080.49,96,0
True,False,310.1,11.8,1523,45.9,7320.51,99,0
True,False,310.0,11.7,1460,47.6,7277.6,101,0
True,False,310.0,11.6,1554,37.3,6070.0,103,0
False,False,310.0,11.7,1419,47.1,6998.93,105,0
True,False,310.0,11.7,1442,43.9,6629.16,110,0
True,False,309.9,11.6,1507,41.6,6565.01,112,0
True,False,310.0,11.7,1858,23.9,4650.21,114,0
True,False,309.9,11.6,1463,43.9,6725.7,116,0
True,False,309.7,11.5,1585,37.4,6207.68,118,0
True,False,309.6,11.6,1536,37.3,5999.69,120,0
True,False,309.6,11.6,1403,51.3,7537.09,122,0
False,True,309.6,11.7,1515,38.8,6155.64,124,0
True,False,309.5,11.6,1390,47.9,6972.35,127,0
False,True,309.4,11.6,1226,58.7,7536.28,129,0
False,True,309.4,11.6,1495,36.5,5714.3,132,0
False,False,309.4,11.7,1608,30.2,5085.36,135,0
True,False,309.4,11.7,1392,44.1,6428.45,140,0
False,True,309.4,11.7,1461,43.7,6685.91,142,0
True,False,309.3,11.6,1559,36.9,6024.22,145,0
False,False,309.3,11.6,1400,48.9,7169.11,147,0
False,True,309.2,11.5,1732,28.8,5223.59,152,0
True,False,309.2,11.6,1611,33.1,5584.09,155,0
True,False,309.1,11.5,1503,38.9,6122.62,157,0
True,False,309.2,11.5,1391,44.5,6482.1,159,0
True,False,309.3,11.5,2015,20.1,4241.31,161,0
True,False,309.2,11.4,1683,30.9,5445.92,163,0
True,False,309.1,11.4,1435,38.8,5830.59,165,0
False,True,309.1,11.4,1732,28.1,5096.63,167,0
True,False,309.2,11.5,1365,58.6,8376.43,170,0
True,False,309.1,11.4,1562,36.8,6019.46,172,0
True,False,309.1,11.5,1449,49.1,7450.38,174,0
False,True,309.2,11.5,1700,27.4,4877.85,176,0
False,True,309.0,11.4,1427,45.6,6814.24,179,0
False,True,308.9,11.3,1479,38.1,5900.95,182,0
True,False,308.9,11.4,1469,44.0,6768.67,185,0
True,False,308.9,11.4,1390,47.4,6899.57,187,0
True,False,308.9,11.4,1729,28.1,5087.8,189,0
True,False,309.0,11.5,1470,43.5,6696.3,191,0
True,False,308.9,11.4,1459,48.5,7410.13,193,0
True,False,308.9,11.4,1738,24.0,4368.07,195,0
False,False,308.9,11.4,1471,37.7,5807.41,197,0
True,False,309.0,11.4,1822,25.4,4846.3,202,0
True,False,308.9,11.4,1554,34.8,5663.16,204,0
False,True,308.9,11.3,1433,43.2,6482.74,206,0
True,False,308.9,11.3,1449,47.7,7237.95,209,0
True,False,309.0,11.2,1456,41.2,6281.84,0,0
False,True,309.1,11.3,1424,45.5,6785.0,2,0
False,False,309.2,11.3,1577,34.7,5730.46,5,0
True,False,309.2,11.3,1478,39.7,6144.6,10,0
False,True,309.2,11.4,1295,61.2,8299.46,12,0
True,False,309.2,11.4,1372,47.3,6795.85,15,0
False,True,309.1,11.3,1432,42.6,6388.24,17,0
False,True,309.0,11.3,1656,33.2,5757.41,20,0
False,False,309.0,11.2,1410,48.8,7205.56,23,0
True,False,309.0,11.3,1874,24.4,4788.37,28,0
True,False,309.0,11.3,1538,43.2,6957.75,30,0
False,True,309.0,11.3,1636,29.7,5088.25,32,0
False,True,309.0,11.3,1504,40.4,6362.94,35,0
False,True,309.0,11.3,1531,42.4,6797.82,38,0
False,False,309.0,11.4,1735,26.4,4796.58,41,0
False,False,309.0,11.4,1354,55.6,7883.55,46,0
False,False,309.0,11.4,1413,40.2,5948.35,51,0
True,False,309.1,11.4,1563,39.3,6432.51,56,0
True,False,309.1,11.4,1479,42.1,6520.47,58,0
True,False,309.1,11.4,1477,38.3,5923.9,60,0
True,False,309.1,11.5,1394,50.0,7298.97,62,0
True,False,309.0,11.4,1487,45.4,7069.61,64,0
False,True,309.0,11.4,1815,25.3,4808.68,66,0
False,True,308.8,11.2,1453,39.7,6040.66,69,0
True,False,308.8,11.2,1539,40.2,6478.78,72,0
False,False,308.7,11.2,1416,39.2,5812.7,74,0
False,True,308.8,11.2,1683,31.6,5569.29,79,0
True,False,308.8,11.1,1515,40.1,6361.88,82,0
False,True,308.9,11.2,1531,48.3,7743.74,84,0
False,False,308.9,11.2,1479,40.9,6334.61,87,0
True,False,308.9,11.2,1516,33.7,5350.05,92,0
True,False,309.0,11.3,1507,38.2,6028.44,94,0
False,True,309.0,11.2,1434,43.3,6502.28,96,0
True,False,308.9,11.2,1838,27.3,5254.57,99,0
False,True,308.8,11.2,1416,45.9,6806.2,101,0
False,True,308.8,11.2,1357,49.7,7062.6,104,0
False,True,308.7,11.2,1697,28.1,4993.63,107,0
True,False,308.7,11.2,1443,46.2,6981.31,110,0
True,False,308.7,11.2,1453,37.6,5721.13,112,0
True,False,308.6,11.2,1439,46.4,6992.1,114,0
True,False,308.6,11.2,1609,36.2,6099.49,116,0
True,False,308.6,11.2,1324,59.1,8194.15,118,0
False,False,308.6,11.2,1420,45.8,6810.55,120,0
True,False,308.7,11.3,1545,36.9,5970.13,125,0
True,False,308.8,11.3,1477,39.0,6032.17,127,0
True,False,308.8,11.4,1447,58.1,8803.86,129,0
True,False,308.9,11.5,1809,23.8,4508.63,131,0
True,False,308.9,11.4,1696,30.9,5487.99,133,0
True,False,308.9,11.4,1427,44.7,6679.75,135,0
False,True,308.9,11.5,1500,46.3,7272.79,137,0
True,False,308.9,11.4,1390,44.6,6492.0,140,0
True,False,308.8,11.4,1640,34.2,5873.52,142,0
False,True,308.8,11.4,1628,37.4,6376.09,144,0
False,False,308.6,11.3,1499,37.6,5902.26,147,0
False,True,308.7,11.3,1425,50.3,7506.05,152,0
True,False,308.6,11.3,1586,37.7,6261.42,155,0
False,True,308.6,11.3,1471,50.7,7809.97,157,0
False,True,308.6,11.3,1431,53.0,7942.26,160,0
True,False,308.6,11.4,1924,22.1,4452.73,163,0
False,True,308.4,11.3,1421,42.0,6249.88,165,0
False,False,308.4,11.4,1305,54.6,7461.6,168,0
True,False,308.4,11.5,1557,32.4,5282.78,173,0
True,False,308.3,11.4,1555,38.2,6220.46,175,0
False,False,308.3,11.4,1474,39.2,6050.79,177,0
True,False,308.3,11.5,1506,45.9,7238.79,182,0
True,False,308.4,11.5,1390,41.8,6084.43,184,0
False,True,308.4,11.5,1450,46.9,7121.47,186,0
True,False,308.3,11.4,1513,38.8,6147.51,189,0
True,False,308.2,11.4,1643,34.7,5970.29,191,0
True,False,308.2,11.4,1361,53.8,7667.77,193,0
True,False,308.1,11.4,1450,40.9,6210.41,195,0
True,False,308.0,11.3,1451,50.7,7703.78,197,0
True,False,308.1,11.3,1289,62.0,8368.99,199,1
True,False,308.1,11.3,1356,48.3,6858.6,201,0
False,False,308.1,11.4,1528,46.3,7408.55,203,0
True,False,308.0,11.4,1978,22.3,4619.13,208,0
True,False,308.0,11.3,1535,36.8,5915.41,210,0
False,True,308.1,11.3,1843,24.2,4670.56,212,0
True,False,308.1,11.2,1422,48.7,7251.99,215,0
True,False,308.0,11.2,1536,40.4,6498.32,217,0
False,True,308.1,11.2,1483,44.3,6879.76,219,0
False,False,308.1,11.3,1492,43.7,6827.77,222,0
True,False,308.0,11.2,1584,40.4,6701.39,227,0
True,False,308.1,11.2,1555,33.7,5487.68,229,0
True,False,308.0,11.2,1497,41.7,6537.12,231,0
False,True,307.8,11.1,1537,36.3,5842.64,233,0
True,False,307.8,11.1,1505,39.4,6209.57,236,0
True,False,307.8,11.1,1646,34.6,5963.96,238,0
False,True,307.8,11.1,1286,60.5,8147.51,0,0
True,False,307.8,11.1,1400,47.5,6963.86,3,0
True,False,307.9,11.1,1337,56.5,7910.58,5,0
True,False,308.0,11.1,1332,53.9,7518.33,7,0
True,False,308.0,11.2,1561,38.3,6260.81,9,0
True,False,308.0,11.1,1546,31.1,5034.99,11,0
True,False,308.0,11.1,1713,29.3,5255.98,13,0
True,False,308.0,11.1,1343,44.5,6258.42,15,0
True,False,308.0,11.2,1391,54.4,7924.19,17,0
False,False,308.0,11.2,1311,58.6,8045.05,19,0
False,False,308.0,11.2,1453,51.0,7760.05,24,0
True,False,308.0,11.2,1510,39.4,6230.2,29,0
True,False,307.9,11.1,1448,48.8,7399.75,31,0
True,False,307.8,11.1,1453,46.0,6999.26,33,0
True,False,307.8,11.1,1468,39.2,6026.16,35,0
True,False,307.8,11.1,1382,47.5,6874.33,37,0
True,False,308.0,11.3,1580,32.2,5327.72,39,0
True,False,308.0,11.2,1666,29.8,5199.0,41,0
False,True,308.0,11.1,1409,50.7,7480.79,43,0
True,False,308.0,11.2,1675,29.7,5209.55,46,0
True,False,307.9,11.1,1698,30.8,5476.68,48,0
False,False,307.9,11.2,1579,33.4,5522.77,50,0
True,False,307.9,11.2,1743,27.9,5092.49,55,0
False,True,308.0,11.1,1497,44.8,7023.09,57,0
True,False,308.1,11.2,1741,28.8,5250.73,60,0
True,False,308.1,11.2,1435,45.3,6807.36,62,0
False,True,308.1,11.2,1440,46.3,6981.88,64,0
False,True,308.0,11.1,1641,33.3,5722.44,67,0
True,False,307.9,11.1,1420,45.4,6751.07,70,0
True,False,307.9,11.1,1611,35.4,5972.1,72,0
True,False,307.8,11.0,1373,42.9,6168.17,74,0
False,True,307.9,11.1,1683,31.8,5604.54,76,0
False,False,307.9,11.0,1547,32.6,5281.25,79,0
True,False,307.8,10.9,1605,37.0,6218.78,84,0
False,True,307.9,11.0,2010,18.9,3978.2,86,0
True,False,307.7,10.9,1565,40.1,6571.85,89,0
False,True,307.8,10.9,1828,24.6,4709.12,91,0
False,True,307.8,10.8,1579,34.1,5638.52,94,0
False,True,307.9,10.9,1882,24.2,4769.4,97,0
True,False,307.8,10.9,1285,52.1,7010.83,100,0
True,False,307.8,10.9,1571,35.0,5758.02,102,0
False,False,307.8,10.9,1549,37.8,6131.57,104,0
False,True,307.8,10.9,1544,37.6,6079.44,109,0
False,True,307.9,10.9,1412,47.4,7008.77,112,0
False,True,307.9,10.9,1422,53.0,7892.31,115,0
True,False,307.7,10.7,1867,22.8,4457.67,118,0
True,False,307.7,10.8,1424,43.3,6456.94,120,0
True,False,307.6,10.7,1452,45.7,6948.83,122,0
True,False,307.7,10.8,1550,39.7,6443.93,124,0
True,False,307.6,10.8,1588,37.6,6252.69,126,0
True,False,307.6,10.8,1338,44.4,6221.11,128,0
True,False,307.6,10.8,1513,40.0,6337.64,130,0
False,True,307.5,10.7,1470,45.9,7065.76,132,0
False,True,307.5,10.7,1516,36.7,5826.31,135,0
True,False,307.6,10.8,1434,48.3,7253.12,138,0
True,False,307.6,10.8,1368,52.0,7449.34,140,0
True,False,307.6,10.8,1304,48.7,6650.21,142,0
True,False,307.6,10.8,1398,46.7,6836.8,144,0
True,False,307.6,10.9,1516,37.4,5937.44,146,0
True,False,307.6,10.9,1474,41.7,6436.68,148,0
False,True,307.6,10.9,1547,34.7,5621.45,150,0
False,True,307.5,10.9,1482,39.9,6192.27,153,0
True,False,307.4,10.8,1436,42.8,6436.16,156,0
True,False,307.3,10.7,1474,40.0,6174.28,158,0
True,False,307.2,10.7,1481,38.2,5924.44,160,0
True,False,307.3,10.8,1501,42.1,6617.46,162,0
True,False,307.3,10.8,1566,37.2,6100.47,164,0
True,False,307.3,10.8,1579,34.5,5704.66,166,0
True,False,307.4,10.8,1631,35.0,5977.93,168,0
False,True,307.4,10.8,1544,42.3,6839.37,170,0
True,False,307.4,10.8,1521,38.6,6148.16,173,0
True,False,307.4,10.8,1616,28.0,4738.36,175,0
False,False,307.4,10.8,1333,50.2,7007.49,177,0
False,True,307.4,10.7,1533,32.5,5217.4,182,0
True,False,307.4,10.8,1368,45.1,6460.87,185,0
True,False,307.4,10.8,1465,47.8,7333.21,187,0
False,False,307.4,10.8,1406,41.5,6110.29,189,0
False,True,307.4,10.9,1565,43.5,7129.06,194,0
True,False,307.5,10.9,1582,37.9,6278.77,197,0
True,False,307.5,10.9,1439,45.5,6856.47,199,0
False,True,307.5,10.9,1566,35.0,5739.69,201,0
True,False,307.5,10.9,1485,42.7,6640.23,204,0
True,False,307.5,11.0,1566,35.1,5756.09,206,0
True,False,307.3,11.0,1439,41.5,6253.71,208,0
False,True,307.4,11.0,1416,50.0,7414.16,210,0
True,False,307.4,11.0,2833,5.6,1661.36,213,1
True,False,307.4,11.1,1465,47.1,7225.82,215,0
False,False,307.4,11.0,1586,35.5,5896.04,0,0
True,False,307.3,11.0,1567,31.4,5152.61,5,0
False,True,307.2,11.0,1389,48.6,7069.15,7,0
False,True,307.3,11.0,1368,49.5,7091.2,10,0
True,False,307.3,11.0,1444,49.0,7409.55,13,0
False,True,307.3,11.0,1498,41.6,6525.8,15,0
True,False,307.2,11.1,1615,30.8,5208.97,18,0
True,False,307.1,11.0,1898,22.7,4511.81,20,0
False,True,307.1,11.0,1350,53.3,7535.11,22,0
False,True,307.0,10.8,1516,37.6,5969.19,25,0
False,False,307.0,10.8,1542,40.6,6556.0,28,0
False,False,306.9,10.8,1541,32.6,5260.76,33,0
False,True,306.9,10.8,1951,23.3,4760.38,38,0
False,False,306.8,10.7,1645,31.0,5340.18,41,0
True,False,306.7,10.7,1416,44.2,6554.12,46,0
False,True,306.7,10.7,2044,22.3,4773.25,48,0
True,False,306.6,10.7,1414,50.2,7433.3,51,0
True,False,306.6,10.7,1678,26.7,4691.72,53,0
False,False,306.5,10.6,1594,33.2,5541.85,55,0
False,True,306.5,10.7,1514,37.7,5977.17,60,0
True,False,306.5,10.7,1358,49.2,6996.7,63,0
True,False,306.4,10.6,1325,56.2,7797.96,65,0
True,False,306.4,10.6,1339,53.2,7459.69,67,0
False,True,306.4,10.6,1335,51.7,7227.71,69,0
True,False,306.4,10.5,1892,21.7,4299.42,72,0
True,False,306.4,10.5,1575,28.5,4700.61,74,0
False,True,306.3,10.5,1444,45.5,6880.3,76,0
True,False,306.3,10.6,1915,22.4,4492.06,79,0
False,True,306.2,10.6,1584,33.6,5573.44,81,0
False,True,306.3,10.6,1685,34.9,6158.2,84,0
True,False,306.3,10.5,1337,54.6,7644.56,87,0
False,True,306.3,10.5,1235,76.2,9854.86,89,1
True,False,306.2,10.5,1464,46.2,7082.91,92,0
False,True,306.2,10.5,1739,25.9,4716.59,94,0
True,False,306.3,10.6,1490,34.3,5351.91,97,0
True,False,306.4,10.6,1356,48.0,6816.0,99,0
True,False,306.2,10.5,1397,52.0,7607.26,101,0
True,False,306.2,10.5,1458,40.6,6198.86,103,0
False,False,306.2,10.5,2161,16.5,3733.94,105,0
False,True,306.1,10.5,1651,28.1,4858.27,110,0
True,False,306.1,10.5,1389,46.2,6720.06,113,0
True,False,306.0,10.4,1370,52.4,7517.62,115,0
True,False,306.1,10.4,1408,47.9,7062.64,117,0
True,False,306.1,10.4,1343,54.4,7650.74,119,0
False,True,306.2,10.5,1423,42.5,6333.19,121,0
True,False,306.2,10.6,1426,48.6,7257.46,124,0
False,True,306.2,10.6,1435,51.6,7754.08,126,0
True,False,306.1,10.6,1573,35.1,5781.82,129,0
True,False,306.2,10.6,1612,31.2,5266.82,131,0
True,False,306.2,10.6,1446,49.9,7556.1,133,0
False,False,306.2,10.6,1329,55.3,7696.24,135,0
True,False,306.2,10.6,1569,35.1,5767.12,140,0
False,False,306.1,10.5,1256,62.3,8194.2,142,0
True,False,306.1,10.5,1383,48.7,7053.1,147,0
True,False,306.2,10.5,2270,14.6,3470.62,149,1
False,False,306.2,10.5,1458,49.8,7603.53,151,0
True,False,306.1,10.5,1474,41.2,6359.51,156,0
False,True,306.1,10.5,1462,49.2,7532.53,158,0
False,True,306.1,10.5,1669,29.0,5068.54,161,0
False,True,306.1,10.6,1822,24.3,4636.43,164,0
True,False,306.0,10.5,1456,39.2,5976.9,167,0
True,False,306.0,10.5,1546,35.9,5812.09,169,0
False,True,306.1,10.5,1490,42.7,6662.58,171,0
True,False,306.0,10.4,1569,40.4,6637.93,174,0
True,False,306.0,10.5,1621,29.5,5007.65,176,0
False,True,305.9,10.5,1518,40.6,6453.96,178,0
False,True,305.8,10.4,1526,38.2,6104.45,181,0
False,True,305.8,10.5,1589,36.2,6023.67,184,0
True,False,305.7,10.4,1475,51.0,7877.54,187,0
False,True,305.7,10.4,1473,38.5,5938.71,189,0
True,False,305.8,10.4,1407,50.7,7470.17,192,0
False,True,305.9,10.4,1518,44.1,7010.34,194,0
False,False,305.9,10.4,1593,37.2,6205.65,197,0
False,True,305.9,10.4,1380,52.4,7572.49,202,0
False,True,306.0,10.5,1423,45.3,6750.43,205,0
True,False,306.0,10.5,1800,27.6,5202.48,208,0
False,False,306.1,10.5,1623,30.9,5251.77,210,0
True,False,306.1,10.5,1372,55.6,7988.36,215,1
False,False,306.0,10.4,1396,52.4,7660.29,0,0
True,False,306.0,10.4,1949,21.9,4469.76,5,0
True,False,306.0,10.4,1419,51.1,7593.32,7,0
False,True,305.9,10.4,1453,47.3,7197.06,9,0
True,False,305.9,10.4,1542,36.2,5845.5,12,0
True,False,306.0,10.4,1363,50.0,7136.65,14,0
True,False,306.0,10.5,1597,37.2,6221.23,16,0
False,True,306.0,10.5,1326,50.8,7054.01,18,0
False,True,306.0,10.5,1641,36.6,6289.53,21,0
False,True,306.1,10.5,1418,46.2,6860.36,24,0
True,False,306.2,10.6,1263,61.8,8173.73,27,0
True,False,306.2,10.6,1823,25.8,4925.33,29,0
True,False,306.1,10.6,1488,40.7,6342.0,31,0
True,False,306.2,10.6,1443,48.9,7389.31,33,0
True,False,306.2,10.6,1650,28.2,4872.61,35,0
False,True,306.3,10.6,1462,44.3,6782.34,37,0
False,True,306.2,10.6,1477,45.0,6960.2,40,0
False,True,306.3,10.6,1712,28.5,5109.49,43,0
False,True,306.3,10.6,1347,50.4,7109.3,46,0
True,False,306.2,10.6,1287,54.8,7385.63,49,0
True,False,306.2,10.6,1428,44.5,6654.52,51,0
False,True,306.3,10.7,1426,45.5,6794.53,53,0
True,False,306.3,10.7,1636,32.7,5602.21,56,0
True,False,306.2,10.6,1424,42.5,6337.64,58,0
False,False,306.3,10.7,1509,35.8,5657.19,60,0
True,False,306.2,10.7,1448,48.9,7414.91,65,0
True,False,306.1,10.6,1650,32.8,5667.43,67,0
False,False,306.2,10.6,1414,42.5,6293.13,69,0
True,False,306.3,10.7,1911,20.9,4182.5,74,0
False,False,306.2,10.6,1632,32.2,5503.07,76,0
False,True,306.4,10.7,1387,40.1,5824.38,81,0
True,False,306.4,10.6,1399,47.6,6973.54,84,0
True,False,306.5,10.7,1505,35.2,5547.63,86,0
True,False,306.5,10.7,1534,37.9,6088.26,88,0
True,False,306.5,10.7,1493,40.5,6332.04,90,0
False,True,306.6,10.8,1480,43.2,6695.36,92,0
True,False,306.6,10.8,1621,31.6,5364.12,95,0
True,False,306.5,10.8,1737,26.2,4765.73,97,0
True,False,306.6,10.8,1508,46.5,7343.16,99,0
False,True,306.5,10.7,1641,32.2,5533.41,101,0
False,True,306.6,10.7,1532,38.6,6192.62,104,0
True,False,306.7,10.8,1547,40.9,6625.86,107,0
True,False,306.6,10.7,1412,41.0,6062.44,109,0
True,False,306.5,10.7,1568,35.1,5763.44,111,0
True,False,306.6,10.7,1557,41.1,6701.3,113,0
True,False,306.6,10.8,1644,35.2,6060.01,115,0
True,False,306.6,10.7,1679,30.4,5345.06,117,0
True,False,306.6,10.6,1511,35.2,5569.75,119,0
False,True,306.6,10.6,1628,36.8,6273.8,121,0
False,True,306.6,10.6,1392,51.3,7478.0,124,0
True,False,306.7,10.7,1917,21.0,4215.7,127,0
False,True,306.8,10.6,1526,42.3,6759.64,129,0
True,False,306.8,10.6,1389,53.3,7752.79,132,0
True,False,306.7,10.6,1409,42.8,6315.15,134,0
True,False,306.8,10.6,1655,31.1,5389.98,136,0
True,False,306.9,10.7,1516,39.1,6207.33,138,0
True,False,306.9,10.7,1526,34.9,5577.1,140,0
True,False,307.1,10.8,1419,48.6,7221.83,142,0
True,False,307.2,10.8,1748,25.3,4631.17,144,0
False,False,307.1,10.7,1638,32.5,5574.76,146,0
False,True,307.1,10.8,1534,33.8,5429.64,151,0
False,False,307.1,10.8,1774,25.9,4811.52,154,0
