record_index,Type_L,Type_M,Process temperature [K],Temperature difference,Rotational speed [rpm],Torque [Nm],Power [W],Tool wear [min]
0,0,1,308.6,10.5,1551,42.8,6951.59,0
8349,0,1,309.5,10.8,1487,33.6,5232.13,183
2189,0,0,309.2,9.5,1554,41.6,6769.76,62
5226,1,0,313.0,9.1,1403,48.3,7096.32,10
8370,1,0,309.8,11.0,1634,33.6,5749.37,27
7776,0,1,311.5,11.2,1445,47.3,7157.44,40
3523,1,0,310.9,9.1,1521,39.3,6259.65,197
9430,1,0,308.7,10.6,1671,28.8,5039.62,41
3879,0,1,311.7,9.1,1430,51.7,7742.04,32
9526,0,1,310.4,11.2,1395,55.4,8093.06,76
710,0,1,308.7,11.2,1697,28.1,4993.63,107
5506,1,0,312.2,9.3,1677,30.5,5356.26,46
1010,0,1,307.2,11.0,1552,34.8,5655.87,8
5705,1,0,311.9,9.5,1452,43.1,6553.49,137
7665,1,0,311.6,11.1,1497,40.5,6349.0,180
5007,1,0,312.9,9.1,1442,48.3,7293.58,52
5582,1,0,312.0,9.5,2052,18.9,4061.33,40
5336,1,0,312.4,9.2,1663,33.7,5868.82,71
1589,0,1,308.3,10.2,1453,41.5,6314.55,204
9014,0,1,308.1,10.9,1340,61.3,8601.89,207
607,0,1,309.9,11.9,1565,33.9,5555.75,40
5767,0,1,311.2,9.6,1415,46.5,6890.3,82
1686,0,0,307.3,9.4,1663,28.7,4998.07,7
3117,0,1,309.3,9.2,1469,43.9,6753.28,20
7016,1,0,310.5,9.9,1509,43.1,6810.75,31
5773,0,0,311.2,9.6,1395,46.8,6836.73,95
1322,0,0,310.1,11.2,1452,49.9,7587.45,187
8257,0,1,310.6,11.6,1587,34.2,5683.71,141
5344,1,0,312.8,9.4,1360,50.8,7234.88,94
5547,0,1,311.7,9.4,1540,28.9,4660.66,149
5779,1,0,311.1,9.5,1680,29.2,5137.13,111
5498,0,1,312.5,9.6,1903,21.2,4224.77,23
1622,0,0,307.6,9.9,1538,38.3,6168.56,63
6035,0,1,310.9,10.3,1702,30.3,5400.46,91
5163,0,1,313.4,9.2,1713,23.5,4215.55,50
7638,1,0,311.5,11.0,1661,35.9,6244.43,110
2076,1,0,309.3,9.9,1544,36.0,5820.74,197
5886,1,0,311.1,9.7,1494,41.9,6555.31,142
9980,1,0,308.4,9.8,1559,36.6,5975.25,188
5976,0,0,310.6,10.1,1378,51.5,7431.65,166
1220,1,0,308.2,11.2,1577,29.4,4855.21,130
1129,1,0,307.9,11.2,1690,29.6,5238.5,119
7885,1,0,312.3,11.6,1590,36.3,6044.11,93
7131,0,1,309.8,9.3,1410,44.4,6555.88,111
4756,0,0,311.7,8.3,1991,19.0,3961.44,53
7516,0,1,311.7,11.4,1236,57.5,7442.43,12
2528,1,0,308.6,9.8,1730,25.9,4692.18,59
2486,0,1,308.7,9.8,1772,28.4,5270.0,177
9507,1,0,310.5,11.2,1505,38.8,6115.01,30
3855,0,0,311.1,8.7,1578,32.3,5337.5,196
1826,0,0,307.3,9.5,1516,40.1,6366.08,166
6250,1,0,310.2,9.4,1520,37.7,6000.86,193
8842,1,0,308.7,11.4,1492,43.6,6812.15,189
7917,1,0,312.1,11.2,1474,42.4,6544.73,171
1789,1,0,307.9,9.7,1313,67.3,9253.55,67
8581,0,1,308.0,10.5,1429,45.8,6853.72,148
6429,0,1,309.8,9.6,1394,47.4,6919.42,21
3822,0,1,311.0,8.6,1464,44.2,6776.29,106
4654,0,1,311.0,7.9,1510,47.6,7526.84,16
2791,0,0,309.6,9.2,1416,43.3,6420.66,66
1633,1,0,307.9,10.0,1476,45.2,6986.4,91
3069,1,0,309.1,9.1,1791,28.2,5289.0,108
3925,1,0,311.6,9.0,1638,29.6,5077.32,160
6328,1,0,310.0,9.3,1672,29.7,5200.22,176
8243,0,0,310.4,11.3,1369,54.5,7813.19,104
6960,1,0,311.0,10.3,1413,52.0,7694.39,91
383,0,1,308.6,11.1,1842,27.0,5208.13,133
5142,1,0,313.6,9.2,1568,39.1,6420.24,0
9192,1,0,309.0,11.1,1562,35.8,5855.89,40
5417,1,0,312.4,9.8,1386,45.8,6647.48,38
1962,1,0,307.5,9.7,1391,48.6,7079.33,109
560,1,0,309.4,11.9,1318,58.2,8032.8,146
2430,0,1,308.2,9.3,1335,47.8,6682.48,40
1926,1,0,307.7,9.7,1606,30.8,5179.94,17
6002,1,0,310.3,9.8,1683,31.5,5551.67,8
4443,1,0,310.3,7.8,1405,57.4,8445.33,152
138,0,0,308.6,9.8,1449,49.4,7495.9,150
1221,0,1,308.3,11.3,1399,46.4,6797.74,132
247,1,0,308.2,10.2,1469,45.5,6999.42,214
9210,0,1,309.0,11.1,2456,13.9,3574.96,82
2738,0,1,309.1,9.3,1496,44.4,6955.74,155
3108,1,0,309.2,9.4,1504,38.7,6095.19,212
320,0,0,308.4,10.6,1550,38.2,6200.46,185
8491,1,0,309.5,11.0,1579,38.6,6382.61,126
2548,0,1,309.2,9.9,1440,37.5,5654.87,111
465,0,1,308.6,11.3,1456,42.9,6541.05,122
9036,1,0,308.3,11.0,1519,37.7,5996.91,45
2637,1,0,309.6,9.7,1294,49.7,6734.72,126
6926,0,0,311.6,10.5,1417,53.4,7923.91,0
1917,0,1,307.9,9.8,1463,47.3,7246.6,206
7700,0,1,311.6,10.9,1348,62.5,8822.64,36
9905,0,1,309.1,10.4,1423,49.5,7376.3,200
9390,0,1,308.0,10.5,1560,39.0,6371.15,141
1158,1,0,307.9,10.9,1436,47.7,7173.01,191
2497,0,1,308.9,9.7,1521,42.3,6737.49,215
9502,1,0,310.2,10.9,1495,49.2,7702.56,16
900,1,0,306.2,10.6,1569,35.1,5767.12,140
7630,1,0,311.6,11.1,1534,37.7,6056.13,90
4242,1,0,311.0,8.6,1462,48.5,7425.36,81
2351,1,0,308.4,9.2,1393,48.4,7060.33,35
9052,0,1,308.6,11.2,1901,22.1,4399.5,81
8778,1,0,308.7,11.2,1454,45.0,6851.81,19
6774,0,0,310.7,9.5,1747,27.3,4994.41,35
9551,1,0,310.8,11.4,1391,48.9,7123.03,139
7439,1,0,311.3,11.3,1493,41.4,6472.75,28
7681,1,0,311.8,11.1,1443,43.7,6603.53,217
909,1,0,306.0,10.5,1456,39.2,5976.9,167
783,0,0,307.9,11.2,1579,33.4,5522.77,50
25,1,0,309.5,10.5,1861,23.3,4540.78,73
8113,1,0,311.7,11.3,1459,45.6,6967.05,3
9570,1,0,310.9,11.2,1384,48.2,6985.73,188
6891,1,0,311.5,10.6,1505,41.1,6477.49,129
5053,1,0,312.9,9.1,1514,34.3,5438.12,180
9644,1,0,310.4,11.1,1629,32.6,5561.18,177
9186,1,0,309.0,11.1,1629,29.0,4947.07,26
9590,0,1,310.4,11.2,1325,52.0,7215.19,34
3625,0,1,311.4,9.3,1467,43.4,6667.28,33
7031,1,0,310.8,10.1,1479,49.1,7604.63,71
6598,1,0,310.7,9.2,1424,51.1,7620.08,22
1611,0,1,307.9,10.1,1726,27.3,4934.37,35
9190,0,1,309.0,11.0,1439,38.5,5801.63,34
8661,1,0,308.5,11.1,1643,33.8,5815.44,132
1470,1,0,309.7,11.2,1437,42.6,6410.55,120
2510,1,0,309.0,9.9,1405,53.8,7915.66,18
9843,1,0,309.2,10.9,1383,52.1,7545.51,26
8566,0,1,308.7,10.8,1751,26.6,4877.49,111
4377,0,1,309.6,7.8,1436,49.0,7368.5,214
8996,1,0,307.9,10.7,1540,37.1,5983.06,164
4970,1,0,312.6,8.8,1565,36.0,5899.91,179
807,1,0,307.7,10.7,1867,22.8,4457.67,118
158,0,1,308.2,9.8,1499,40.0,6279.0,211
6072,0,1,310.8,9.9,1695,30.2,5360.5,188
5475,1,0,312.2,9.5,1336,46.8,6547.58,179
5329,1,0,313.0,9.3,1456,45.5,6937.47,51
6867,1,0,311.3,10.3,1342,50.9,7153.18,60
2056,1,0,309.3,9.8,1333,54.1,7551.9,147
4297,0,1,310.2,8.4,1609,34.2,5762.5,217
4290,1,0,310.0,8.2,1642,32.6,5605.56,201
1061,1,0,307.9,11.2,1420,50.1,7449.97,138
7781,1,0,311.7,11.3,1513,40.0,6337.64,51
6667,0,0,310.5,9.1,1536,39.9,6417.9,201
6848,0,1,311.3,10.2,1389,53.3,7752.79,8
2662,0,1,309.4,9.5,1483,38.1,5916.91,193
7260,1,0,310.5,10.1,2424,14.5,3680.69,12
5791,0,1,311.3,9.5,1542,40.1,6475.26,142
2059,0,0,309.4,9.9,1386,44.4,6444.29,154
6961,0,1,311.0,10.3,1378,41.2,5945.32,93
6208,0,1,310.6,9.9,1418,46.3,6875.21,84
9131,0,0,308.6,11.0,1463,46.7,7154.67,85
1015,1,0,307.2,11.0,1356,43.6,6191.2,22
9991,0,1,308.4,9.5,1827,26.1,4993.53,5
9749,0,0,310.1,11.3,1483,45.4,7050.59,192
7123,0,1,310.4,9.5,1576,40.4,6667.55,92
1102,1,0,307.5,10.7,1347,54.8,7729.95,43
4803,1,0,312.5,8.9,1710,31.4,5622.82,180
6828,1,0,310.9,9.9,1392,52.9,7711.23,173
3114,0,1,309.2,9.3,1683,30.5,5375.42,13
2358,0,1,308.4,9.2,1381,42.5,6146.26,54
1931,0,1,308.0,9.8,1969,21.7,4474.39,32
8632,1,0,308.3,11.0,1590,35.5,5910.91,59
5748,0,1,311.7,9.5,1576,34.0,5611.3,28
6449,1,0,310.2,9.6,1519,44.6,7094.49,69
85,0,1,309.0,10.0,1804,26.8,5062.91,17
8552,1,0,309.1,10.9,1467,44.5,6836.26,80
6717,0,1,310.6,9.2,1464,48.6,7450.85,96
4440,1,0,310.3,7.8,1446,44.0,6662.69,146
5810,1,0,311.0,9.7,1856,21.9,4256.48,189
3502,0,1,310.9,9.1,1346,44.6,6286.49,142
7138,1,0,310.1,9.5,1297,50.0,6791.08,130
9829,0,1,309.4,11.0,1429,41.8,6255.14,203
9434,1,0,308.6,10.6,1626,33.3,5670.13,50
9952,1,0,307.8,9.6,1429,46.9,7018.33,117
6102,1,0,310.7,10.0,1442,43.2,6523.45,49
5989,1,0,310.7,10.0,1507,46.1,7275.16,209
2688,1,0,309.4,9.5,1322,53.9,7461.89,33
8410,1,0,309.5,11.0,1548,44.5,7213.73,132
5801,1,0,310.8,9.3,1413,44.6,6599.42,166
5199,1,0,312.8,9.0,1503,40.0,6295.75,154
502,1,0,309.2,11.6,1390,43.3,6302.77,221
868,0,1,306.5,10.7,1514,37.7,5977.17,60
4344,0,0,309.9,8.1,1418,51.3,7617.67,116
4244,1,0,310.9,8.5,1469,39.6,6091.8,86
7464,1,0,311.3,11.2,1535,42.3,6799.51,92
4149,1,0,310.4,8.5,1603,37.6,6311.75,69
5132,1,0,313.3,9.2,1415,50.0,7408.92,184
7712,1,0,311.5,11.0,1499,37.6,5902.26,73
715,1,0,308.6,11.2,1324,59.1,8194.15,118
2060,1,0,309.5,9.9,1803,27.7,5230.03,159
2793,1,0,309.6,9.3,1597,31.8,5318.15,73
7419,1,0,311.4,11.3,1572,36.2,5959.22,199
6611,0,0,310.5,9.0,1587,33.8,5617.23,57
7895,1,0,312.6,11.8,1422,50.0,7445.57,117
8228,0,1,310.4,11.3,1422,49.3,7341.34,69
2215,0,0,309.2,9.5,1468,49.6,7624.94,132
7150,1,0,309.8,9.6,1401,49.3,7232.92,163
1352,0,1,310.2,11.5,1598,33.3,5572.49,36
9170,1,0,308.7,11.0,1474,46.8,7223.9,188
3920,1,0,311.5,8.9,1885,27.5,5428.41,147
9455,1,0,309.2,10.7,1983,20.2,4194.72,114
1223,1,0,308.3,11.3,1492,48.1,7515.23,137
7262,0,1,310.6,10.2,1545,35.6,5759.8,16
4859,1,0,312.4,8.7,1535,38.6,6204.75,107
2107,0,1,309.1,9.7,1417,47.3,7018.75,59
9748,0,1,310.1,11.2,1441,41.2,6217.13,189
1434,0,1,309.8,11.0,1377,49.6,7152.28,27
6989,0,1,311.1,10.4,1608,35.3,5944.14,167
9543,0,1,310.9,11.4,1378,48.7,7027.6,119
4398,0,1,310.1,7.8,1563,37.8,6186.99,31
7318,0,0,310.3,10.4,1535,43.9,7056.7,154
8712,1,0,308.6,11.4,1652,32.1,5553.2,52
3433,0,1,310.6,9.0,1924,23.6,4754.95,181
3541,1,0,310.8,9.0,1546,43.4,7026.32,29
1350,1,0,310.2,11.5,1436,47.5,7142.93,32
5934,0,0,310.5,9.9,1454,51.2,7795.84,58
2881,0,1,309.6,9.0,1588,37.0,6152.91,50
5717,1,0,312.0,9.7,1746,28.1,5137.82,167
7410,1,0,311.0,11.1,1747,27.6,5049.29,177
5368,0,1,312.5,9.4,1667,30.0,5237.03,160
5612,1,0,312.3,9.3,1486,42.4,6598.01,112
503,0,1,309.2,11.6,1442,48.1,7263.38,0
5550,0,1,311.9,9.6,1508,42.3,6679.91,159
6665,1,0,310.4,9.1,1440,41.5,6258.05,197
3702,1,0,311.2,9.2,1434,44.9,6742.55,15
3299,1,0,310.5,9.2,1390,45.8,6666.67,63
1834,1,0,307.2,9.4,1498,38.1,5976.75,188
8483,1,0,309.4,11.1,1618,31.5,5337.25,108
5275,1,0,313.1,9.4,1423,41.2,6139.47,124
6595,0,1,310.7,9.2,1460,38.6,5901.59,14
1965,1,0,307.5,9.7,1581,33.1,5480.1,116
8870,0,1,309.1,11.2,1338,49.6,6949.71,56
9244,1,0,308.8,10.5,1767,27.3,5051.59,168
6643,0,1,310.5,9.0,1308,60.5,8286.89,139
9438,0,1,308.7,10.6,1315,56.8,7821.73,59
4722,0,1,311.8,8.4,1391,42.7,6219.9,197
7275,1,0,310.3,10.1,1514,38.7,6135.72,48
2516,1,0,308.5,9.7,1736,29.0,5272.01,31
3844,1,0,311.1,8.7,1484,45.9,7133.05,169
2646,0,1,309.5,9.7,1453,43.2,6573.22,153
1362,1,0,310.0,11.4,1517,41.2,6545.03,64
327,1,0,308.5,10.8,1373,56.7,8152.34,203
9648,1,0,310.1,11.0,1416,41.2,6109.27,185
9849,1,0,309.4,10.8,2312,15.5,3752.74,44
7721,1,0,311.6,11.1,1425,42.4,6327.17,102
1564,0,1,308.2,10.2,2090,19.0,4158.42,143
2402,1,0,308.7,9.5,1325,51.0,7076.44,171
549,1,0,309.2,11.8,1437,40.4,6079.48,117
6952,1,0,311.3,10.5,1498,40.2,6306.18,73
3982,1,0,311.3,9.1,1475,48.6,7506.84,104
9325,0,1,309.3,10.7,1510,40.8,6451.57,177
2504,1,0,309.1,9.9,1468,45.6,7010.02,2
7713,0,1,311.4,10.9,2072,18.8,4079.21,75
4940,1,0,312.6,9.0,1502,39.5,6212.92,103
1375,0,1,310.3,11.5,1528,37.1,5936.44,99
1741,0,1,308.0,9.5,1363,49.2,7022.46,149
8210,0,0,310.7,11.5,1636,29.4,5036.85,23
2589,1,0,308.7,9.7,2250,16.6,3911.28,208
2691,1,0,309.6,9.6,1431,47.7,7148.03,39
2203,1,0,309.0,9.2,1614,30.8,5205.74,100
8106,0,1,312.0,11.6,1596,30.4,5080.83,191
5227,1,0,313.1,9.2,1440,41.1,6197.73,12
2299,1,0,308.7,9.3,1446,62.9,9524.62,134
9012,1,0,308.0,10.8,1705,26.0,4642.23,200
7878,1,0,312.3,11.6,1418,49.0,7276.14,69
6519,1,0,310.1,9.0,1417,46.9,6959.39,35
1110,1,0,307.4,10.9,1292,52.5,7103.14,62
9295,0,1,309.0,10.8,1413,47.9,7087.72,97
9792,0,0,309.4,10.9,1573,36.0,5930.07,97
640,0,1,309.6,11.7,1515,38.8,6155.64,124
864,0,1,306.7,10.7,2044,22.3,4773.25,48
2449,1,0,308.8,9.5,1772,25.2,4676.2,89
8308,1,0,310.1,11.4,1401,45.3,6646.07,67
6836,0,0,311.0,9.9,1339,52.8,7403.6,194
1588,1,0,308.3,10.1,1688,32.0,5656.54,202
7104,1,0,310.4,9.5,1454,43.1,6562.51,43
1094,1,0,307.5,10.6,1354,44.4,6295.5,16
4121,0,1,310.7,8.6,1364,47.8,6827.64,213
5426,1,0,312.3,9.7,1554,42.0,6834.85,58
3413,1,0,310.3,9.0,1560,36.3,5930.07,129
1493,1,0,308.8,10.8,1496,44.9,7034.07,179
4508,1,0,310.0,7.6,1426,46.6,6958.8,102
5691,1,0,311.8,9.4,1320,56.4,7796.18,100
5559,0,1,312.0,9.5,1451,43.2,6564.17,189
4373,0,1,309.7,7.8,1533,35.9,5763.22,204
705,1,0,309.0,11.3,1507,38.2,6028.44,94
8031,1,0,312.0,11.3,1550,32.4,5259.03,5
6806,1,0,310.8,9.7,1608,32.9,5540.01,119
3333,0,1,310.8,9.2,1343,49.5,6961.61,140
2591,1,0,308.6,9.7,1522,46.4,7395.39,2
1943,1,0,308.0,9.9,1704,30.9,5513.87,61
9725,0,1,309.7,11.0,1629,27.9,4759.42,136
8323,0,0,309.5,10.8,1453,40.4,6147.18,108
7257,1,0,310.4,10.2,1518,41.8,6644.72,5
1205,1,0,308.0,11.2,1371,54.5,7824.61,86
768,1,0,308.0,11.1,1713,29.3,5255.98,13
3278,1,0,310.0,8.7,1506,40.8,6434.48,11
650,1,0,309.2,11.6,1611,33.1,5584.09,155
2852,0,1,309.4,8.9,1347,50.1,7066.98,213
7028,0,1,310.6,10.0,1403,50.4,7404.86,64
1060,0,0,307.9,11.2,1424,53.8,8022.71,133
7023,0,1,310.6,9.9,1572,38.5,6337.85,50
5257,1,0,313.0,9.5,1482,38.5,5975.0,82
4611,1,0,311.3,8.3,1365,56.2,8033.37,146
9137,1,0,308.7,11.0,1731,28.4,5148.07,104
3950,1,0,311.4,9.1,1570,37.2,6116.05,15
4209,0,1,310.8,8.6,1422,47.0,6998.84,3
9255,1,0,309.0,10.8,1651,31.5,5446.11,197
3452,0,0,310.5,8.9,1602,32.3,5418.68,2
7906,1,0,312.4,11.5,1372,51.0,7327.45,142
6688,1,0,311.0,9.3,1548,40.3,6532.88,21
6692,0,1,311.0,9.2,1839,23.6,4544.88,30
2710,1,0,309.1,9.5,1574,39.2,6461.29,83
4779,1,0,312.3,8.6,1511,38.9,6155.21,117
5629,1,0,312.2,9.5,1405,51.4,7562.55,157
3956,0,1,311.4,9.1,1500,40.2,6314.6,30
972,1,0,306.6,10.8,1644,35.2,6060.01,115
1897,1,0,307.4,9.6,1418,41.2,6117.9,155
6294,1,0,310.5,9.4,1529,38.7,6196.51,91
7494,1,0,311.8,11.6,1436,48.2,7248.2,175
1979,0,0,307.6,9.6,1420,45.8,6810.55,150
6687,1,0,311.0,9.3,1700,28.7,5109.28,19
6589,0,1,310.6,9.0,1553,38.9,6326.3,0
3146,0,1,309.9,9.4,1780,26.5,4939.63,101
8197,0,1,310.7,11.3,1492,45.7,7140.25,219
1318,0,1,310.3,11.3,1582,33.3,5516.7,177
190,1,0,308.4,10.2,1477,49.9,7718.09,72
4944,0,1,312.7,9.1,1765,27.5,5082.84,115
2224,0,1,309.0,9.3,1645,31.9,5495.22,155
4105,1,0,310.6,8.6,1583,35.2,5835.15,171
3696,1,0,311.2,9.1,1454,46.8,7125.89,0
8330,1,0,309.7,10.9,1505,39.0,6146.53,131
4531,1,0,310.5,8.0,1520,41.2,6557.97,154
2499,0,1,308.9,9.8,1325,48.4,6715.68,220
5611,0,1,312.3,9.3,1674,29.5,5171.38,109
9213,1,0,309.0,11.0,1679,32.4,5696.71,90
6539,1,0,310.7,9.3,1436,54.1,8135.43,90
2540,1,0,308.8,9.7,1502,38.3,6024.17,88
8710,1,0,308.5,11.4,1712,32.1,5754.9,48
1154,1,0,307.9,11.0,1626,29.9,5091.2,177
3548,1,0,310.9,9.0,1616,34.5,5838.34,46
8597,1,0,308.3,10.7,1410,47.0,6939.78,191
8903,0,1,308.7,11.3,1382,49.9,7221.66,151
4798,1,0,312.5,9.0,1457,46.4,7079.56,168
7987,0,0,312.2,11.2,1489,40.3,6283.89,117
4938,0,1,312.4,8.9,1606,30.1,5062.22,98
7270,1,0,310.4,10.2,1808,25.8,4884.8,35
8756,1,0,308.7,11.2,1761,26.2,4831.58,164
7440,1,0,311.4,11.4,1655,29.6,5130.01,30
1541,1,0,309.0,10.6,2304,15.1,3643.24,89
96,0,1,309.0,10.0,1575,35.3,5822.16,47
9376,0,0,308.4,10.7,1738,27.7,5041.48,96
1086,1,0,307.9,10.9,1455,49.0,7465.99,204
7774,1,0,311.5,11.2,1634,31.9,5458.48,36
2560,0,1,309.1,9.7,1326,62.0,8609.22,142
2089,1,0,309.3,9.8,1941,22.5,4573.37,18
8715,1,0,308.6,11.5,1442,37.1,5602.32,59
8799,1,0,308.4,11.1,1472,41.3,6366.29,67
7361,1,0,310.0,10.5,1502,38.5,6055.63,52
4953,1,0,312.5,8.8,1670,26.1,4564.42,139
5401,0,1,312.3,9.7,1454,54.8,8343.99,253
2013,1,0,308.4,9.8,1485,42.9,6671.33,38
8589,0,1,307.8,10.5,1538,48.0,7730.83,171
8682,0,1,308.5,11.3,1353,46.5,6588.39,185
8429,1,0,310.3,11.3,1577,40.0,6605.72,181
4911,1,0,312.3,8.8,1681,29.8,5245.81,25
2009,0,1,308.3,9.7,1717,28.7,5160.37,29
4551,0,1,310.5,7.9,1524,33.7,5378.28,204
2279,1,0,308.7,9.3,1525,39.0,6228.21,90
7476,1,0,311.5,11.3,1492,41.8,6530.91,128
4177,1,0,310.9,8.4,1477,39.2,6063.11,144
3031,0,1,309.7,9.2,1389,43.3,6298.23,9
378,1,0,308.2,10.9,1754,29.4,5400.15,123
2334,1,0,308.4,9.2,1445,43.5,6582.42,224
309,0,1,308.5,10.6,1449,40.8,6190.95,157
1063,0,1,307.8,11.0,1664,32.8,5715.52,142
3553,0,1,310.8,9.0,1618,37.8,6404.7,59
3597,0,1,310.5,8.8,1724,33.0,5957.72,171
8789,1,0,308.5,11.1,1471,43.9,6762.48,45
3803,1,0,310.9,8.7,1531,37.5,6012.22,60
3462,0,0,310.5,8.9,1786,27.1,5068.5,35
8602,1,0,308.1,10.7,1729,31.7,5739.62,204
2849,1,0,309.3,8.9,1766,28.2,5215.17,207
2040,1,0,308.9,9.8,1686,29.6,5226.1,108
2764,0,1,309.3,9.4,1389,52.8,7680.06,0
1833,1,0,307.3,9.5,1327,61.0,8476.75,186
4742,1,0,311.3,8.0,1592,33.7,5618.26,14
8415,0,1,309.9,11.2,1434,53.0,7958.91,144
8554,1,0,309.0,10.9,1592,33.9,5651.6,85
1650,0,1,307.9,9.9,1417,51.0,7567.78,137
6086,1,0,310.8,9.9,1482,37.0,5742.2,5
350,0,0,308.3,10.7,1400,44.3,6494.72,43
7869,0,1,312.0,11.5,1779,27.7,5160.41,46
4653,0,1,311.1,8.0,1594,35.5,5925.78,13
150,1,0,308.3,9.9,1422,42.7,6358.52,186
6098,0,1,310.7,9.9,1924,22.4,4513.17,36
2137,1,0,308.9,9.6,1623,31.1,5285.76,152
1264,0,1,309.3,11.5,2243,15.7,3687.72,36
6725,0,1,310.7,9.2,1359,47.1,6703.0,115
5300,0,1,313.2,9.4,1710,26.5,4745.38,190
3788,1,0,310.8,8.5,1511,48.1,7610.94,24
6212,1,0,310.6,9.8,1402,53.7,7884.08,93
6561,1,0,310.7,9.2,1596,35.4,5916.5,150
2142,1,0,308.9,9.6,1376,60.3,8688.89,163
5245,1,0,313.0,9.4,1575,38.3,6316.96,54
6076,1,0,310.9,9.9,1492,36.7,5734.08,199
202,0,1,308.5,10.1,1636,35.7,6116.18,107
4593,1,0,311.2,8.2,1409,41.9,6182.35,98
7184,0,1,310.3,10.1,1593,36.1,6022.15,36
6075,1,0,310.9,9.9,1813,28.5,5410.92,197
7331,1,0,310.3,10.5,1524,34.2,5458.08,196
3774,0,1,311.1,8.7,1480,45.7,7082.83,200
644,0,0,309.4,11.7,1608,30.2,5085.36,135
6699,0,1,310.8,9.1,1516,40.4,6413.71,48
8388,1,0,309.9,11.0,1365,46.5,6646.82,75
8765,1,0,308.8,11.4,1353,49.4,6999.28,188
2063,1,0,309.6,9.9,1321,53.4,7387.08,166
1953,1,0,307.7,9.8,1593,34.9,5821.97,83
3443,1,0,310.5,9.0,1535,39.0,6269.05,204
3816,1,0,310.6,8.5,1459,47.6,7272.62,93
9361,1,0,308.6,10.6,1610,33.1,5580.62,56
5889,0,1,311.0,9.6,1234,55.8,7210.71,152
5913,0,0,310.2,9.5,1479,52.3,8100.25,9
1868,1,0,308.0,9.7,1361,56.9,8109.59,81
4411,1,0,310.3,7.8,1688,31.6,5585.84,66
3894,0,1,311.2,8.9,1432,42.7,6403.24,68
3400,0,0,310.7,9.3,1536,44.4,7141.72,96
3979,1,0,311.3,9.0,1439,41.8,6298.91,96
9442,0,1,308.8,10.7,1394,47.9,6992.41,70
2660,1,0,309.3,9.5,1291,56.4,7624.9,188
3682,1,0,311.2,9.1,1550,34.8,5648.58,177
6155,1,0,311.0,10.0,1634,31.2,5338.7,182
1896,1,0,307.5,9.6,1574,35.8,5900.87,153
4241,1,0,311.0,8.6,1475,47.9,7398.71,79
6246,0,0,310.3,9.5,1457,46.8,7140.59,182
9608,0,1,310.1,11.2,1513,41.5,6575.3,80
6776,1,0,310.6,9.3,1451,47.5,7217.55,42
9437,0,1,308.7,10.6,1527,43.0,6876.0,56
9331,1,0,308.9,10.5,1496,37.9,5937.44,194
4680,1,0,311.7,8.1,1491,39.8,6214.26,92
1554,0,1,308.7,10.3,1584,31.7,5258.27,117
1382,1,0,310.1,11.3,1653,30.3,5244.98,119
6334,0,1,309.8,9.4,1725,30.4,5491.5,195
9196,1,0,308.9,10.9,1607,37.7,6344.33,49
6025,1,0,311.0,10.3,1336,53.3,7456.97,68
8034,1,0,311.8,11.1,1564,36.8,6027.17,11
8833,1,0,308.8,11.4,1529,41.3,6612.81,165
5920,1,0,310.2,9.7,1764,25.9,4784.39,27
7530,0,1,311.4,11.3,1617,39.3,6654.74,47
1489,0,1,309.0,10.8,1723,26.6,4799.49,168
4048,1,0,311.0,9.1,2691,12.1,3409.79,31
9374,0,1,308.5,10.7,1466,44.7,6862.31,88
6615,1,0,310.6,8.9,1545,42.1,6811.44,68
1997,1,0,308.1,9.8,1672,41.3,7231.28,0
1357,1,0,309.9,11.3,1461,45.7,6991.9,49
1935,0,1,307.9,9.8,1377,55.1,7945.37,42
8124,1,0,311.4,11.2,1568,41.0,6732.22,32
5711,1,0,311.6,9.4,1545,35.9,5808.33,152
6425,1,0,309.9,9.6,1393,56.1,8183.57,12
4202,1,0,311.0,8.6,1555,40.6,6611.27,205
5848,1,0,311.3,9.9,2323,15.9,3867.9,50
9241,1,0,308.7,10.6,1683,29.1,5128.68,161
6832,0,1,311.1,10.0,1384,42.5,6159.62,185
3563,0,1,310.7,8.9,1465,35.8,5492.24,82
5965,0,0,310.9,10.4,1447,46.5,7046.12,137
4706,1,0,311.7,8.2,1959,22.3,4574.76,157
5734,1,0,311.8,9.5,1369,56.2,8056.91,208
8471,1,0,309.8,11.2,1332,46.4,6472.18,76
2223,1,0,309.0,9.4,1413,48.5,7176.5,153
1441,1,0,309.9,11.1,1550,38.8,6297.85,53
1436,0,0,309.8,11.0,1510,44.2,6989.21,35
3833,0,1,311.0,8.7,1541,36.6,5906.26,143
4098,1,0,310.3,8.3,1648,29.6,5108.31,157
4184,1,0,310.6,8.4,1334,53.2,7431.84,159
1099,0,1,307.4,10.6,1472,43.9,6767.07,30
9668,1,0,310.3,11.2,1619,35.2,5967.85,240
3311,1,0,310.4,9.1,1459,44.7,6829.54,92
6927,1,0,311.6,10.5,1488,43.4,6762.72,5
1682,0,0,307.4,9.5,1604,36.1,6063.73,225
8782,1,0,308.7,11.2,1456,44.7,6815.5,29
4664,0,1,311.3,8.0,1566,46.1,7559.99,41
7506,1,0,311.9,11.4,1511,41.8,6614.08,205
6792,1,0,310.6,9.4,1811,24.0,4551.54,84
